URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ConceptMap/ASS-A33-AdministrativeGender-Sexe","hl7.fhir.r4.core"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-antecedant-medical-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.163",JdvAntecedantMedicalCisis,JDV Antecedant Medical CISIS,"JDV Antecedant Medical CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-antecedent-cse24-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.104",JdvAntecedentCse24Cisis,JDV Antecedent Cse24 CISIS,"JDV Antecedent Cse24 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-antecedent-cse9-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.103",JdvAntecedentCse9Cisis,JDV Antecedent Cse9 CISIS,"JDV Antecedent Cse9 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-antecedent-obstetrical-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.122",JdvAntecedentObstetricalCisis,JDV Antecedent Obstetrical CISIS,"JDV Antecedent Obstetrical CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-antecedent-obstetrical-obp-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.732",JdvAntecedentObstetricalObpCisis,JDV Antecedent Obstetrical Obp CISIS,"JDV Antecedent Obstetrical Obp CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-antecedent-personnel-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.34",JdvAntecedentPersonnelCisis,JDV Antecedent Personnel CISIS,"JDV Antecedent Personnel CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-appreciation-diagnostic-centre-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.44",JdvAppreciationDiagnosticCentreCisis,JDV Appreciation Diagnostic Centre CISIS,"JDV Appreciation Diagnostic Centre CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-artere-anterieure-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.208",JdvArtereAnterieureCisis,JDV Artere Anterieure CISIS,"JDV Artere Anterieure CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-artere-cervelet-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.210",JdvArtereCerveletCisis,JDV Artere Cervelet CISIS,"JDV Artere Cervelet CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-artere-posterieure-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.209",JdvArterePosterieureCisis,JDV Artere Posterieure CISIS,"JDV Artere Posterieure CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-artere-tronc-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.214",JdvArtereTroncCisis,JDV Artere Tronc CISIS,"JDV Artere Tronc CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-aspect-liquide-amniotique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.740",JdvAspectLiquideAmniotiqueCisis,JDV Aspect Liquide Amniotique CISIS,"JDV Aspect Liquide Amniotique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-autre-risque-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.793",JdvAutreRisqueCisis,JDV Autre Risque CISIS,"JDV Autre Risque CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-autre-symptome-avc-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.159",JdvAutreSymptomeAvcCisis,JDV Autre Symptome Avc CISIS,"JDV Autre Symptome Avc CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-autre-symptome-ex-neuro-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.174",JdvAutreSymptomeExNeuroCisis,JDV Autre Symptome Ex Neuro CISIS,"JDV Autre Symptome Ex Neuro CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-avis-medical-complementaire-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.63",JdvAvisMedicalComplementaireCisis,JDV Avis Medical Complementaire CISIS,"JDV Avis Medical Complementaire CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-batterie-examen-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.102",JdvBatterieExamenCisis,JDV Batterie Examen CISIS,"JDV Batterie Examen CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-bilan-technique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.84",JdvBilanTechniqueCisis,JDV Bilan Technique CISIS,"JDV Bilan Technique CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-bio-instruction-patient-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.691",JdvBioInstructionPatientCisis,JDV Bio Instruction Patient CISIS,"JDV Bio Instruction Patient CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-cas-sporadique-familial-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.46",JdvCasSporadiqueFamilialCisis,JDV Cas Sporadique Familial CISIS,"JDV Cas Sporadique Familial CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-cause-accident-domestique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.121",JdvCauseAccidentDomestiqueCisis,JDV Cause Accident Domestique CISIS,"JDV Cause Accident Domestique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-cause-cesarienne-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.116",JdvCauseCesarienneCisis,JDV Cause Cesarienne CISIS,"JDV Cause Cesarienne CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-cdd-fa-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.164",JdvCddFaCisis,JDV Cdd Fa CISIS,"JDV Cdd Fa CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-cervelet-localisation-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.213",JdvCerveletLocalisationCisis,JDV Cervelet Localisation CISIS,"JDV Cervelet Localisation CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-checklist-dlu-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.71",JdvChecklistDluCisis,JDV Checklist Dlu CISIS,"JDV Checklist Dlu CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-checklist-fludr-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.72",JdvChecklistFludrCisis,JDV Checklist Fludr CISIS,"JDV Checklist Fludr CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-circonstance-deces-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.741",JdvCirconstanceDecesCisis,JDV Circonstance Deces CISIS,"JDV Circonstance Deces CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-classe-therapie-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.143",JdvClasseTherapieCisis,JDV Classe Therapie CISIS,"JDV Classe Therapie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-classification-acr-1-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.658",JdvClassificationAcr1Cisis,JDV Classification Acr 1 CISIS,"JDV Classification Acr 1 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-classification-acr-2-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.650",JdvClassificationAcr2Cisis,JDV Classification Acr 2 CISIS,"JDV Classification Acr 2 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-classification-acr-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.481",JdvClassificationAcrCisis,JDV Classification Acr CISIS,"JDV Classification Acr CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-classification-acr-echographie-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.657",JdvClassificationAcrEchographieCisis,JDV Classification Acr Echographie CISIS,"JDV Classification Acr Echographie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-classification-ring-messmer-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.497",JdvClassificationRingMessmerCisis,JDV Classification Ring Messmer CISIS,"JDV Classification Ring Messmer CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-cliche-techniquement-insuffisant-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.648",JdvClicheTechniquementInsuffisantCisis,JDV Cliche Techniquement Insuffisant CISIS,"JDV Cliche Techniquement Insuffisant CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-code-document-imagerie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.687",JdvCodeDocumentImagerieCisis,JDV Code Document Imagerie CISIS,"JDV Code Document Imagerie CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-code-probleme-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.172",JdvCodeProblemeCisis,JDV Code Probleme CISIS,"JDV Code Probleme CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-completude-dispensation-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.765",JdvCompletudeDispensationCisis,JDV Completude Dispensation CISIS,"JDV Completude Dispensation CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-complication-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.217",JdvComplicationCisis,JDV Complication CISIS,"JDV Complication CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-complication-digestive-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.222",JdvComplicationDigestiveCisis,JDV Complication Digestive CISIS,"JDV Complication Digestive CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-complication-neurologique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.218",JdvComplicationNeurologiqueCisis,JDV Complication Neurologique CISIS,"JDV Complication Neurologique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-complication-neuropsychiatrique-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.223",JdvComplicationNeuropsychiatriqueCisis,JDV Complication Neuropsychiatrique CISIS,"JDV Complication Neuropsychiatrique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-complication-pulmonaire-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.219",JdvComplicationPulmonaireCisis,JDV Complication Pulmonaire CISIS,"JDV Complication Pulmonaire CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-complication-thromboembolique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.220",JdvComplicationThromboemboliqueCisis,JDV Complication Thromboembolique CISIS,"JDV Complication Thromboembolique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-complication-urinaire-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.221",JdvComplicationUrinaireCisis,JDV Complication Urinaire CISIS,"JDV Complication Urinaire CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-conclusion-simplifiee-ccu-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.726",JdvConclusionSimplifieeCcuCisis,JDV Conclusion Simplifiee Ccu CISIS,"JDV Conclusion Simplifiee Ccu CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-conditionnement-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.149",JdvConditionnementCisis,JDV Conditionnement CISIS,"JDV Conditionnement CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-conduite-a-tenir-1-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.85",JdvConduiteATenir1Cisis,JDV Conduite A Tenir 1 CISIS,"JDV Conduite A Tenir 1 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-conduite-a-tenir-2-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.86",JdvConduiteATenir2Cisis,JDV Conduite A Tenir 2 CISIS,"JDV Conduite A Tenir 2 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-conduite-a-tenir-3-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.87",JdvConduiteATenir3Cisis,JDV Conduite A Tenir 3 CISIS,"JDV Conduite A Tenir 3 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-contexte-activite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.40",JdvContexteActiviteCisis,JDV Contexte Activite CISIS,"JDV Contexte Activite CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-contexte-examen-ccu-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.722",JdvContexteExamenCcuCisis,JDV Contexte Examen Ccu CISIS,"JDV Contexte Examen Ccu CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-contre-indication-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.659",JdvContrindicationCisis,JDV Contrindication CISIS,"JDV Contrindication CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-contreindication-thrombolyse-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.170",JdvContrindicationThrombolyseCisis,JDV Contrindication Thrombolyse CISIS,"JDV Contrindication Thrombolyse CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-couverture-sociale-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.125",JdvCouvertureSocialeCisis,JDV Couverture Sociale CISIS,"JDV Couverture Sociale CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-date-consultation-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.111",JdvDateConsultationCisis,JDV Date Consultation CISIS,"JDV Date Consultation CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-defaillance-materielle-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.526",JdvDefaillanceMaterielleCisis,JDV Defaillance Materielle CISIS,"JDV Defaillance Materielle CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-deficience-physique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.62",JdvDeficiencePhysiqueCisis,JDV Deficience Physique CISIS,"JDV Deficience Physique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-delimitation-activite-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.68",JdvDelimitationActiviteCisis,JDV Delimitation Activite CISIS,"JDV Delimitation Activite CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-densite-mammaire-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.28",JdvDensiteMammaireCisis,JDV Densite Mammaire CISIS,"JDV Densite Mammaire CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-depistage-neonatal-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.827",JdvDepistageNeonatalCisis,Jdv Depistage Neonatal CISIS,"Jdv Depistage Neonatal CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-deplacement-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.792",JdvDeplacementCisis,JDV Deplacement CISIS,"JDV Deplacement CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-destination-obp-sne-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.702",JdvDestinationObpSneCisis,JDV Destination Obp Sne CISIS,"JDV Destination Obp Sne CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-destination-transfert-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.70",JdvDestinationTransfertCisis,JDV Destination Transfert CISIS,"JDV Destination Transfert CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-detail-materiel-specialise-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.808",JdvDetailMaterielSpecialiseCisis,JDV Detail Materiel Specialise CISIS,"JDV Detail Materiel Specialise CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-detail-ressource-immobiliere-utilisee-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.809",JdvDetailRessourceImmobiliereUtiliseeCisis,JDV Detail Ressource Immobiliere Utilisee CISIS,"JDV Detail Ressource Immobiliere Utilisee CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-developpement-psychomoteur-cs24-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.712",JdvDeveloppementPsychomoteurCs24Cisis,JDV Developpement Psychomoteur Cs24 CISIS,"JDV Developpement Psychomoteur Cs24 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-difficulte-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.494",JdvDifficulteCisis,JDV Difficulte CISIS,"JDV Difficulte CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-disposition-pretherapeutique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.216",JdvDispositionPretherapeutiqueCisis,JDV Disposition Pretherapeutique CISIS,"JDV Disposition Pretherapeutique CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-document-annexe-fludr-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.813",JdvDocumentAnnexeFludrCisis,JDV Document Annexe Fludr CISIS,"JDV Document Annexe Fludr CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-duree-allaitement-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.129",JdvDureeAllaitementCisis,JDV Duree Allaitement CISIS,"JDV Duree Allaitement CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-encompassing-encounter-code-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.18",JdvEncompassingEncounterCodeCisis,JDV Encompassing Encounter Code CISIS,"JDV Encompassing Encounter Code CISIS",,"THO (V3),Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-enfant-expose-aux-ecrans-cs24-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.760",JdvEnfantExposeAuxEcransCs24Cisis,JDV Enfant Expose Aux Ecrans Cs24 CISIS,"JDV Enfant Expose Aux Ecrans Cs24 CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-etat-naissance-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.736",JdvEtatNaissanceCisis,JDV Etat Naissance CISIS,"JDV Etat Naissance CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-etat-perinee-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.734",JdvEtatPerineeCisis,JDV Etat Perinee CISIS,"JDV Etat Perinee CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-etat-psychique-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.790",JdvEtatPsychiqueCisis,JDV Etat Psychique CISIS,"JDV Etat Psychique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-etiologie-avc-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.679",JdvEtiologieAvcCisis,JDV Etiologie Avc CISIS,"JDV Etiologie Avc CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-etiologie-hemorragie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.202",JdvEtiologieHemorragieCisis,JDV Etiologie Hemorragie CISIS,"JDV Etiologie Hemorragie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-etiologie-infarctus-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.200",JdvEtiologieInfarctusCisis,JDV Etiologie Infarctus CISIS,"JDV Etiologie Infarctus CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evaluation-aggir-pa-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.806",JdvEvaluationAggirPaCisis,JDV Evaluation Aggir Pa CISIS,"JDV Evaluation Aggir Pa CISIS",,"hl7.terminology.r4"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evaluation-aggir-ph-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.805",JdvEvaluationAggirPhCisis,JDV Evaluation Aggir Ph CISIS,"JDV Evaluation Aggir Ph CISIS",,"hl7.terminology.r4"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evaluation-depression-geriatrique-resultat-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.512",JdvEvaluationDepressionGeriatriqueResultatCisis,JDV Evaluation Depression Geriatrique Resultat CISIS,"JDV Evaluation Depression Geriatrique Resultat CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evaluation-depression-geriatrique30-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.511",JdvEvaluationDepressionGeriatrique30Cisis,JDV Evaluation Depression Geriatrique 30 CISIS,"JDV Evaluation Depression Geriatrique 30 CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evaluation-douleur-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.499",JdvEvaluationDouleurCisis,JDV Evaluation Douleur CISIS,"JDV Evaluation Douleur CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evaluation-neurocognitive-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.69",JdvEvaluationNeurocognitiveCisis,JDV Evaluation Neurocognitive CISIS,"JDV Evaluation Neurocognitive CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evaluation-ssiad-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.804",JdvEvaluationSsiadCisis,JDV Evaluation Ssiad CISIS,"JDV Evaluation Ssiad CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evenement-accouchement-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.527",JdvEvenementAccouchementCisis,JDV Evenement Accouchement CISIS,"JDV Evenement Accouchement CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-evolution-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.788",JdvEvolutionCisis,JDV Evolution CISIS,"JDV Evolution CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-biochimie-aunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.192",JdvExamenBiochimieAunvCisis,JDV Examen Biochimie Aunv CISIS,"JDV Examen Biochimie Aunv CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-biochimie-eunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.224",JdvExamenBiochimieEunvCisis,JDV Examen Biochimie Eunv CISIS,"JDV Examen Biochimie Eunv CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-clinique-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.27",JdvExamenCliniqueCisis,JDV Examen Clinique CISIS,"JDV Examen Clinique CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-complementaire-cisis,20250624152059,active,"1.2.250.1.213.1.1.5.647",JdvAxamenComplementaireCisis,JDV Examen Complementaire CISIS,"JDV Examen Complementaire CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-enfant-obligatoire-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.730",JdvExamenEnfantObligatoireCisis,JDV Examen Enfant Obligatoire CISIS,"JDV Examen Enfant Obligatoire CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-hematologie-aunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.193",JdvExamenHematologieAunvCisis,JDV Examen Hematologie Aunv CISIS,"JDV Examen Hematologie Aunv CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-hematologie-eunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.225",JdvExamenHematologieEunvCisis,JDV Examen Hematologie Eunv CISIS,"JDV Examen Hematologie Eunv CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-hemostase-aunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.194",JdvExamenHemostaseAunvCisis,JDV Examen Hemostase Aunv CISIS,"JDV Examen Hemostase Aunv CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-hemostase-eunv-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.226",JdvExamenHemostaseEunvCisis,JDV Examen Hemostase Eunv CISIS,"JDV Examen Hemostase Eunv CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-examen-realise-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.31",JdvExamenRealiseCisis,JDV Examen Realise CISIS,"JDV Examen Realise CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-facteur-de-risque-avc-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.678",JdvFacteurDeRisqueAvcCisis,JDV Facteur De Risque Avc CISIS,"JDV Facteur De Risque Avc CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-facteur-de-risque-professionnel-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.490",JdvFacteurDeRisqueProfessionnelCisis,JDV Facteur De Risque Professionnel CISIS,"JDV Facteur De Risque Professionnel CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-facteur-de-risque-social-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.488",JdvFacteurDeRisqueSocialCisis,JDV Facteur De Risque Social CISIS,"JDV Facteur De Risque Social CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-famille-femme-cisis,20250624152101,active,"1.2.250.1.213.1.1.5.26",JdvFamilleFemmeCisis,JDV Famille Femme CISIS,"JDV Famille Femme CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-famille-id-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.89",JdvFamilleIdCisis,JDV Famille Id CISIS,"JDV Famille Id CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-fluide-route-code-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.684",JdvFluideRouteCodeCisis,JDV Fluide Route Code CISIS,"JDV Fluide Route Code CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-fonction-etudiee-scintigraphie-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.669",JdvFonctionEtudieeScintigraphieCisis,JDV Fonction Etudiee Scintigraphie CISIS,"JDV Fonction Etudiee Scintigraphie CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-fonction-etudiee-tep-cisis,20250624152100,active,"1.2.250.1.213.1.1.5.668",JdvFonctionEtudieeTepCisis,JDV Fonction Etudiee Tep CISIS,"JDV Fonction Etudiee Tep CISIS",,"Internal"
